Date,mag,lon,lat,depth
7/18/2002,3.6,88.0584,28.2184,82.1
7/25/2002,4,88.1213,30.0888,41
8/1/2002,4.3,88.1114,29.881,8.6
8/5/2002,3.8,81.3651,30.2396,33
8/6/2002,4.6,88.0381,29.9412,37
8/9/2002,3.8,80.9122,29.0136,10
8/14/2002,3.9,81.6358,30.6766,10
8/14/2002,3.8,81.4039,30.4457,10
8/16/2002,3.8,87.9971,29.9179,37
8/18/2002,3.8,88.116,29.9384,37
8/22/2002,4.4,88.1495,29.8852,37
8/31/2002,5,88.0622,29.8564,10.5
8/31/2002,3.6,87.9515,29.9135,37
9/27/2002,4.4,88.0478,30.0573,37
9/29/2002,4,80.0793,29.9266,16
10/11/2002,4.3,88.0224,29.8841,37
10/20/2002,3.9,84.6958,31.0291,35
10/21/2002,4,84.4338,29.8406,10
10/23/2002,3.6,88.1139,27.5404,22.1
10/29/2002,4.1,87.7109,28.103,81.1
10/29/2002,3.9,88.193,31.1545,35
11/4/2002,4.2,82.151,28.5135,35
11/5/2002,4.7,86.6905,30.9101,26
11/13/2002,3.9,84.3226,31.0248,35
11/17/2002,4,87.8852,28.7295,35
11/20/2002,4,81.5323,29.4735,27
12/16/2002,4.2,87.9746,29.7707,37
12/27/2002,4.1,88.0928,29.9083,37
12/27/2002,3.9,87.934,29.8581,35
12/27/2002,3.9,88.0813,29.9019,37
12/30/2002,4.4,86.1826,30.6525,35
1/8/2003,4,83.1847,28.2146,35
1/16/2003,5,88.0952,29.8522,17.3
1/16/2003,4,88.0503,29.93,37
1/18/2003,4.3,82.0819,28.5994,35
1/20/2003,4,84.2944,29.2057,35
1/21/2003,4,88.0073,29.8674,37
1/22/2003,4,87.1894,28.5635,34
2/3/2003,3.7,83.0766,31.5886,35
2/25/2003,4.2,87.6093,28.5155,10
2/26/2003,4.3,86.3936,28.351,89.8
2/26/2003,4,87.8048,29.9262,37
3/21/2003,4.2,86.1527,30.6487,35
3/21/2003,4.2,80.6794,29.7213,23
3/28/2003,3.8,81.5502,30.3898,36
3/28/2003,3.8,87.0037,28.323,34
4/4/2003,4.7,80.0259,30.0461,23.7
4/19/2003,3.7,85.9608,30.8887,35
5/3/2003,4.5,81.3007,30.3901,36
5/18/2003,4,81.8246,29.2832,31
6/3/2003,4.4,86.1652,30.733,35
6/3/2003,3.8,86.1292,30.8135,35
6/3/2003,3.8,85.8946,30.3228,35
6/5/2003,3.9,86.2381,30.7167,10
6/23/2003,4.4,88.0558,27.7238,78.8
7/1/2003,4.2,86.5089,30.9629,18
7/8/2003,3.9,88.0516,27.2578,6
7/21/2003,4.2,86.0792,30.6072,35
7/21/2003,4,86.0436,30.7318,35
7/28/2003,4.2,82.1163,28.6935,29.5
8/2/2003,3.8,81.7508,29.8152,35
8/20/2003,4.4,82.2616,30.1014,80.9
8/28/2003,4,80.3878,30.2403,11
9/3/2003,4.6,80.2953,30.5987,11
9/9/2003,3.9,81.6285,29.6445,27
9/10/2003,3.7,86.9582,28.1677,35
9/24/2003,4,81.701,28.6654,35
9/29/2003,4.5,87.8184,27.2976,20
9/30/2003,3.9,85.5733,30.2828,35
9/30/2003,3.8,86.0701,30.572,35
10/1/2003,3.9,81.9656,29.2778,31
10/25/2003,3.8,84.9311,29.9228,10
11/5/2003,3.7,85.8953,27.777,19
11/11/2003,4,86.5049,29.9931,35
11/14/2003,4,85.9964,30.4649,35
11/15/2003,3.9,82.9656,30.2019,35
11/22/2003,3.9,83.8239,28.2315,35
11/22/2003,3.9,83.8328,28.1617,35
11/23/2003,4,83.8007,28.3798,24.2
11/30/2003,4.3,88.1186,28.7979,35
12/10/2003,4.4,83.3742,30.4846,40.2
12/11/2003,4.2,80.5358,30.4509,11
12/14/2003,3.9,80.6054,30.678,35
1/3/2004,4.9,85.9547,27.7714,19
1/6/2004,4.6,86.152,30.6999,35
1/6/2004,3.8,86.2865,31.0784,35
2/14/2004,3.8,80.7776,29.5163,17
2/18/2004,4.2,87.8299,27.2889,13.5
2/18/2004,4,80.7729,30.6048,35
2/20/2004,3.6,87.5284,28.1664,68
2/22/2004,3.6,81.1106,29.3661,17
2/27/2004,4.8,87.5611,28.2274,78.5
3/1/2004,4.6,80.3318,30.2846,11
3/1/2004,4,80.4411,30.695,11
3/11/2004,3.9,82.8269,30.4489,35
3/13/2004,3.7,82.3038,28.6928,35
3/31/2004,3.8,87.9742,27.449,20
4/3/2004,4.1,81.2922,29.4803,33
4/17/2004,3.9,80.8378,29.5113,17
5/5/2004,4,84.7498,31.4959,35
5/12/2004,3.7,85.2542,29.9937,35
5/21/2004,3.9,85.1975,30.541,35
5/29/2004,4.1,82.7489,28.4629,35
5/29/2004,3.8,82.8156,28.4966,35
5/29/2004,3.8,82.8278,28.4021,35
6/2/2004,3.6,87.6627,29.8471,35
6/8/2004,3.7,86.7254,30.0627,35
6/15/2004,3.6,81.3692,30.4477,10
6/24/2004,4.2,87.907,29.8415,37
6/25/2004,4.1,87.9454,29.927,37
6/26/2004,4,88.1062,30.0169,37
6/26/2004,3.8,87.8368,29.8315,35
6/26/2004,3.6,87.8136,29.8719,35
6/30/2004,4.4,87.9841,29.9081,37
7/1/2004,3.7,87.9606,29.9977,37
7/8/2004,4.2,88.014,29.7728,37
7/11/2004,5.8,83.7423,30.6066,10.7
7/11/2004,3.8,83.8301,31.0603,35
7/12/2004,4.6,83.8156,30.6115,22.4
7/12/2004,3.7,84.0574,30.7806,26
7/16/2004,4.1,84.0248,28.3736,8.1
7/16/2004,3.6,83.7203,30.6106,18
7/20/2004,4,85.8761,28.005,11.7
7/23/2004,4.7,88.061,29.9813,25.2
7/28/2004,5.1,83.5652,30.5728,27.1
8/10/2004,3.8,83.7612,30.4797,26
8/15/2004,4.1,84.6645,28.6753,10
8/21/2004,4.2,88.0911,29.9496,10
8/21/2004,4.2,87.9653,29.8865,37
8/25/2004,4.1,86.0063,30.1262,35
8/25/2004,4,84.06,30.841,35
9/6/2004,4.1,81.225,31.3777,35
9/9/2004,4,80.4374,29.3693,19.2
9/9/2004,4,81.5238,31.2466,35
9/12/2004,4.4,81.4338,29.341,27
10/5/2004,4.2,84.9644,31.6866,35
10/26/2004,6.1,81.1072,30.9689,4.6
10/27/2004,4.2,81.2283,30.7544,7
10/30/2004,3.7,83.6682,30.6136,18
11/3/2004,3.8,84.0758,30.5531,26
11/5/2004,3.8,86.6044,30.751,35
11/10/2004,4.5,87.7418,28.0111,71
11/17/2004,3.9,84.4825,28.0802,35
12/2/2004,3.9,83.4801,30.5997,18
12/5/2004,4.1,81.2646,30.5295,36
12/18/2004,3.6,83.805,30.6424,26
12/31/2004,3.8,85.9898,30.2325,35
1/15/2005,4.4,80.9638,29.4139,17
1/16/2005,4.8,80.649,29.575,19
2/8/2005,4.9,86.0788,27.7046,18.5
2/8/2005,4.2,85.9907,27.7853,14.3
2/8/2005,4.2,86.079,27.7048,17.7
3/5/2005,3.6,84.1313,28.2213,27.4
3/6/2005,4.6,83.7245,30.4738,18
3/19/2005,4.2,84.1672,28.0569,35
3/26/2005,4.8,87.8966,28.2527,54.7
3/29/2005,3.9,84.6927,28.0102,15.6
4/6/2005,3.6,86.217,30.4983,35
4/7/2005,6,83.6663,30.4877,11.9
4/7/2005,5,83.904,30.306,26
4/7/2005,3.9,81.6704,29.3495,23.1
4/8/2005,4.9,83.7028,30.3193,16.5
4/8/2005,4.1,83.5886,30.3091,18
4/8/2005,4,83.6112,30.1741,17
4/8/2005,3.8,83.7628,30.2348,26
4/8/2005,3.7,83.6579,30.4615,18
4/8/2005,3.6,83.8383,30.3326,26
4/8/2005,3.6,83.4868,30.3893,18
4/8/2005,3.6,83.3866,30.3285,18
4/9/2005,4.2,83.5524,30.2588,18
4/9/2005,3.6,83.6035,30.408,18
4/10/2005,4.3,83.5854,30.2386,18
4/10/2005,3.7,83.7054,30.2863,17
4/11/2005,3.8,84.0575,30.7793,35
4/21/2005,3.7,83.5403,30.2786,17
4/23/2005,3.6,83.9527,30.3222,26
5/8/2005,3.8,84.0227,30.3839,26
5/8/2005,3.6,83.9204,30.4421,26
5/10/2005,3.9,83.6227,30.4782,18
5/11/2005,4.4,85.0975,30.613,35
5/22/2005,4.4,83.6856,30.1901,17
5/22/2005,3.8,84.0645,30.303,17
5/29/2005,4,83.5912,30.2575,18
6/5/2005,3.9,83.5427,30.4008,18
6/14/2005,4.5,87.9004,27.2876,35
6/17/2005,3.9,83.6785,30.4417,18
6/24/2005,3.7,81.5353,29.3328,27
7/4/2005,3.7,83.5828,30.2361,17
8/1/2005,4,80.7344,29.6643,17
8/20/2005,5,88.0496,31.1851,29.1
8/20/2005,3.8,87.7002,30.8976,35
8/21/2005,3.6,80.8466,30.039,35
8/28/2005,4.8,87.3835,27.593,23.2
9/16/2005,3.8,81.6967,30.2392,36
10/3/2005,3.7,81.2229,31.0169,7
10/10/2005,3.9,83.3736,30.2117,17
10/14/2005,3.9,86.1697,28.1566,19
10/25/2005,4.8,81.0925,30.0829,35
10/25/2005,3.8,81.163,30.0739,10
10/25/2005,3.7,81.2379,29.8049,35
10/29/2005,4.4,81.5428,29.3635,27
10/30/2005,4,87.8803,27.762,88.7
10/31/2005,5.1,84.8935,28.4667,6.9
10/31/2005,4.9,81.7333,29.5384,28.1
11/6/2005,4.8,81.8078,29.7355,21
11/20/2005,3.7,80.0522,29.9312,26.1
12/10/2005,3.8,82.3432,29.0604,35
12/12/2005,4.5,82.0234,29.2966,31
12/25/2005,4,86.1805,28.6771,35
1/1/2006,3.8,86.5033,30.292,35
1/20/2006,4.5,84.9884,31.4268,57.7
1/30/2006,3.8,80.3163,30.2228,23
2/1/2006,4.8,80.3607,30.3308,19.3
2/3/2006,4.9,86.3768,27.2207,19.3
2/14/2006,4.5,80.3869,30.2216,11
2/19/2006,4.1,83.7614,28.2458,35
2/19/2006,3.9,83.7342,28.3101,11.7
2/21/2006,4.4,81.4099,29.263,27
4/1/2006,3.7,88.1037,31.1526,35
4/4/2006,4.1,85.79,27.8953,19.4
4/11/2006,3.6,87.6238,27.9847,55.1
4/15/2006,3.7,81.1485,29.5105,17
5/5/2006,4.9,80.8658,29.4599,17
5/5/2006,4,80.8775,29.3099,17
5/13/2006,3.9,83.4523,30.8888,11
5/29/2006,3.7,84.4041,30.3617,35
6/13/2006,3.8,80.2615,30.1043,23
7/20/2006,4.2,83.6545,30.1112,17
8/5/2006,4.4,80.1481,29.7804,25
8/15/2006,3.9,85.6278,29.4812,35
8/30/2006,3.8,83.4371,29.2241,35
9/19/2006,4.8,81.4951,29.5162,27
9/26/2006,4.6,80.5419,29.7739,23
10/4/2006,3.9,80.5719,29.7847,23
10/22/2006,4,83.5614,30.6787,18
10/27/2006,4.4,80.1159,29.9124,16
10/27/2006,4,80.5158,29.8792,23
10/28/2006,3.7,87.894,31.2054,35
11/12/2006,3.8,80.8387,29.6796,17
12/31/2006,4.3,87.9601,28.0024,61.9
12/31/2006,3.7,83.711,30.0665,17
1/20/2007,4.5,82.8073,31.1306,35
1/20/2007,4.4,82.9295,31.1424,35
2/6/2007,4.2,87.8092,27.9359,73.8
2/12/2007,3.8,81.3499,29.4005,27
2/15/2007,4.3,81.4415,29.4417,27
3/10/2007,4.3,81.2912,29.3469,27
4/6/2007,3.6,86.6885,28.4755,57
4/17/2007,3.7,87.8097,28.1859,68
5/6/2007,3.6,87.3985,27.224,30
5/16/2007,4.3,87.8899,27.2356,30.9
5/16/2007,4,87.747,27.2986,20
5/18/2007,4.6,88.1724,27.2128,39
5/25/2007,3.7,82.6717,31.201,35
5/25/2007,3.6,82.8025,31.2248,35
5/28/2007,3.6,87.7703,27.9717,68
6/9/2007,3.9,87.4307,28.3828,35
6/20/2007,3.7,80.5729,30.4428,11
8/1/2007,4.3,82.159,29.1465,37.6
8/3/2007,4.3,86.9086,27.0995,14.2
8/7/2007,3.7,87.1865,29.3915,35
8/9/2007,4,80.2634,31.3247,35
8/11/2007,5,87.6847,27.3474,17.8
8/11/2007,3.9,85.6492,28.6825,47
8/15/2007,3.8,85.2349,31.4329,35
9/1/2007,3.7,87.8618,27.8779,69.9
9/1/2007,3.7,85.5092,31.4301,35
10/18/2007,3.8,82.0594,29.748,21
10/29/2007,4.6,85.4148,27.9237,18
11/5/2007,4,84.5012,28.3109,1.7
11/7/2007,3.8,86.9681,28.058,74.9
2/12/2008,3.6,86.681,31.4866,35
2/23/2008,3.7,87.9436,27.3484,20
3/2/2008,4.2,81.9707,29.3624,31
3/5/2008,3.6,84.6262,28.3134,35
3/6/2008,4.2,87.7666,28.4498,35
3/29/2008,3.9,80.7064,29.8913,23
4/1/2008,4.2,86.9288,28.5659,60.7
4/8/2008,3.8,83.4263,28.4461,10
5/8/2008,4,87.6887,28.1028,89.9
5/20/2008,3.7,83.7328,28.3067,35
5/27/2008,3.8,85.3632,28.9041,35
6/7/2008,3.7,83.8552,30.6073,26
6/7/2008,3.6,83.6233,30.5618,18
6/10/2008,3.9,87.3307,31.4302,10
6/11/2008,3.7,86.8775,28.3841,34
6/15/2008,4.7,81.0027,29.4413,21.3
6/15/2008,3.6,82.7354,29.5835,35
6/20/2008,4.2,85.7151,27.9007,12.1
6/22/2008,3.6,85.7146,28.3866,65.9
7/31/2008,3.9,86.3978,28.406,57
8/1/2008,3.7,87.7321,28.3366,79.1
8/2/2008,4.1,81.6065,29.477,27
8/8/2008,4.5,83.9143,31.7993,35
8/19/2008,3.9,80.0563,29.981,16
8/20/2008,3.7,86.3982,31.5606,35
8/25/2008,6.1,83.6411,30.9704,23.9
8/25/2008,4.9,83.3251,30.7211,18
8/25/2008,3.8,83.269,30.5193,18
8/25/2008,3.7,83.1581,30.6791,10
8/25/2008,3.7,83.1705,30.6344,35
8/25/2008,3.7,83.3855,30.5044,18
8/26/2008,4.9,83.2672,30.6844,17
8/26/2008,4,83.242,30.7321,10
8/26/2008,3.9,83.4634,30.9654,11
8/26/2008,3.8,83.358,30.8515,35
8/26/2008,3.6,83.102,30.6118,35
8/26/2008,3.6,83.1693,30.7261,35
8/27/2008,4.6,83.3803,30.673,18
8/27/2008,4.4,83.4464,30.9692,11
8/27/2008,4.2,83.438,30.8421,11
8/27/2008,4,83.2887,30.7777,11
8/27/2008,3.8,83.3837,30.9027,11
8/28/2008,4.2,83.2372,30.5311,35
8/28/2008,4,83.1913,30.8224,10
8/28/2008,3.8,83.5111,30.7846,18
8/28/2008,3.8,83.181,30.6774,35
8/28/2008,3.6,83.652,30.951,11
8/29/2008,4.8,83.33,30.7172,15.1
8/29/2008,4.2,83.3752,30.7919,11
8/30/2008,4.5,83.46,30.8111,11
8/30/2008,4.2,83.4142,30.9155,11
8/30/2008,3.6,83.3322,30.9451,11
8/31/2008,4,83.3098,30.6844,18
8/31/2008,3.8,83.3006,30.8551,11
9/1/2008,4.5,83.5226,30.9091,11
9/1/2008,3.8,83.6761,30.9074,11
9/2/2008,3.6,82.9938,30.4937,35
9/2/2008,3.6,83.1512,30.7136,35
9/4/2008,5.1,80.3329,30.2643,11.9
9/4/2008,4.1,83.3015,30.7359,11
9/4/2008,3.7,83.1501,30.6134,35
9/5/2008,3.7,83.4679,30.6788,18
9/5/2008,3.7,83.2883,30.8511,35
9/7/2008,4,83.278,30.5297,18
9/7/2008,3.8,83.3528,30.7248,18
9/10/2008,5,83.4074,30.8106,22.8
9/10/2008,4.9,83.5315,30.8706,11
9/10/2008,4.7,83.4194,30.7595,11
9/11/2008,4,83.3046,30.7848,11
9/14/2008,3.8,83.0271,30.4967,35
9/15/2008,4.2,83.3894,30.8646,11
9/15/2008,3.7,83.1802,30.8046,35
9/19/2008,4,86.5144,28.6476,59.9
9/19/2008,3.7,83.3217,30.6987,11
9/20/2008,3.9,83.7721,31.1371,35
9/20/2008,3.9,83.555,30.8656,11
9/25/2008,5.5,83.5989,30.7875,10.2
9/25/2008,3.6,84.1217,30.8582,10
9/25/2008,3.6,83.7633,30.7045,26
9/25/2008,3.6,83.4527,30.6427,18
9/28/2008,3.6,83.4175,30.6362,18
10/5/2008,3.8,83.2035,30.6795,10
10/5/2008,3.6,83.3343,30.6763,18
10/7/2008,3.9,87.7825,27.5148,17.5
10/9/2008,3.6,83.5408,30.8894,11
10/10/2008,3.6,83.6783,31.094,11
10/13/2008,3.7,83.8422,31.1623,35
10/17/2008,3.8,83.3767,30.4231,18
10/22/2008,3.8,83.4748,30.5095,18
10/24/2008,4.1,83.6642,31.0061,11
10/25/2008,3.8,83.5851,30.8952,11
10/29/2008,4,83.5875,30.4076,18
11/3/2008,4.1,83.5432,30.8637,11
11/6/2008,3.6,84.5951,30.4797,35
11/10/2008,3.7,82.0846,28.7588,10
11/14/2008,4.4,83.6892,30.3403,18
11/14/2008,3.7,83.8949,30.2512,35
11/14/2008,3.6,83.5459,30.1135,17
11/15/2008,3.6,83.4613,30.1562,17
11/17/2008,4.6,88.1512,29.1842,10
11/18/2008,4.7,83.7387,30.3292,18
11/19/2008,3.8,83.6497,30.2747,18
11/19/2008,3.7,83.2445,30.7081,35
11/25/2008,4.2,83.6588,30.7895,11
11/25/2008,4.1,83.4507,30.5897,18
11/27/2008,3.8,83.2974,30.7672,11
11/28/2008,3.6,83.559,30.9037,11
12/1/2008,3.7,85.3096,28.1051,35.6
12/2/2008,4.7,87.97,27.3058,20
12/4/2008,4,83.3155,30.6553,18
12/8/2008,5.4,82.0962,29.9219,14.4
12/19/2008,3.7,82.0406,29.7755,21
12/22/2008,3.7,84.286,28.3644,35
12/24/2008,3.6,83.3413,30.8091,11
12/26/2008,3.8,81.9951,29.8689,21
1/1/2009,3.8,83.4268,30.8746,11
1/23/2009,4.1,81.6594,28.7275,35
2/13/2009,3.6,84.0803,30.5678,26
2/18/2009,4.6,83.7394,30.6023,26
2/24/2009,4,86.5101,28.731,68.8
2/25/2009,4.1,83.678,30.9219,11
3/9/2009,3.7,83.5678,30.6662,18
3/16/2009,3.8,87.8019,28.113,73
3/17/2009,3.6,83.6235,30.6413,18
3/17/2009,3.6,83.7396,30.8043,18
3/18/2009,4.1,83.6903,30.6057,18
4/9/2009,3.7,80.4145,30.3712,11
5/13/2009,3.6,84.7568,28.1821,0.1
5/14/2009,3.7,87.2895,27.486,22.8
5/18/2009,3.9,87.9655,27.9369,56.1
5/29/2009,4.1,86.6595,30.8128,26
6/1/2009,3.9,88.0606,29.8593,37
6/2/2009,3.6,80.4168,30.4103,11
6/6/2009,4.6,86.1887,30.9132,8.8
6/11/2009,3.8,83.6215,30.7365,18
6/30/2009,3.7,83.3707,31.2594,35
7/4/2009,3.7,83.8992,30.4194,26
7/24/2009,5.8,85.9269,31.1664,14.2
7/24/2009,4.2,85.8618,31.0132,35
8/2/2009,3.9,83.6746,30.8665,11
8/10/2009,3.8,83.595,30.9273,11
8/27/2009,3.6,80.0401,29.8642,16
9/9/2009,3.9,87.2197,27.9087,25.3
9/19/2009,3.9,80.3835,29.7561,23
9/29/2009,4.7,83.4299,30.916,14.2
10/9/2009,3.9,87.2587,28.3564,43.1
10/19/2009,4,85.9082,31.0964,35
10/30/2009,4.2,84.6737,29.6407,24.2
11/1/2009,3.9,82.1359,29.9991,21
11/7/2009,5.6,86.0503,29.5388,18.4
11/8/2009,3.7,82.1895,30.0629,21
11/20/2009,5,83.4224,30.6755,14.6
11/22/2009,4,82.1347,28.8355,40
12/8/2009,3.8,80.2662,30.3495,11
12/16/2009,4.4,81.482,29.4127,27
12/28/2009,4.2,83.8105,30.6305,26
1/1/2010,4.7,83.7887,30.612,26
1/2/2010,4,83.7412,30.6045,18
1/5/2010,3.6,80.1697,30.0341,16
1/7/2010,3.7,83.8129,30.8833,10
1/11/2010,3.9,80.4693,29.8069,23
1/26/2010,3.8,80.3363,29.9909,23
1/30/2010,3.6,88.0536,28.028,71
2/7/2010,3.6,81.3674,29.5963,13.9
2/19/2010,4.2,83.7506,30.5683,18
2/20/2010,3.6,83.6026,30.5089,26
2/22/2010,4.6,80.0846,30.0106,16.5
2/22/2010,3.8,83.8354,30.6638,26
2/25/2010,4.3,81.6654,29.7094,33
2/25/2010,3.7,81.5805,29.4466,27
2/26/2010,5.5,86.7608,28.4699,74.7
2/26/2010,3.7,83.5407,30.6925,18
2/27/2010,3.9,86.1464,28.2639,19
2/28/2010,3.8,86.7134,28.4701,70
3/1/2010,3.7,81.6303,29.5815,27
3/9/2010,4,83.8406,30.5213,26
3/15/2010,4.8,81.8975,30.5152,13.8
3/15/2010,4.1,81.9068,30.7222,35
3/15/2010,3.8,82.1193,30.8799,35
3/20/2010,3.8,81.5818,28.9895,33
3/23/2010,4,83.8585,30.5317,26
3/27/2010,3.9,87.805,27.7579,68
4/13/2010,3.6,81.3823,29.3846,27
5/1/2010,4.4,80.008,30.0667,43.5
5/13/2010,3.7,84.4977,28.3035,35
6/2/2010,3.9,80.2372,31.3823,1.2
6/13/2010,4.5,81.435,29.4522,16.5
6/13/2010,4,81.5679,29.6889,27
6/22/2010,5.1,80.466,29.8773,17.3
7/4/2010,4.6,80.3974,29.8446,5.4
7/5/2010,4.6,80.4777,31.0445,9.5
7/6/2010,5.2,80.4282,29.7903,19.4
7/7/2010,3.7,80.5856,31.2326,35
7/10/2010,4.6,86.9554,29.3131,42.3
10/5/2010,3.9,88.1393,27.1748,36
10/17/2010,4.9,85.6773,28.6015,52.7
10/18/2010,4.2,85.6236,28.5418,75
10/27/2010,3.7,84.5658,31.1212,35
11/4/2010,3.8,84.2828,30.9047,35
11/7/2010,4,84.3545,30.7266,35
11/8/2010,4,84.0817,30.7097,26
11/10/2010,3.9,84.3447,30.844,35
11/11/2010,3.8,84.3668,30.8313,35
11/25/2010,4.2,82.7814,28.51,35
12/29/2010,5.2,86.5105,30.8714,16.4
12/29/2010,4.1,86.7314,30.8871,26
1/8/2011,4,86.5586,31.2724,10
1/15/2011,3.8,86.5939,31.1234,26
1/18/2011,3.6,85.8297,28.0386,19
2/7/2011,3.9,87.8694,28.0425,71
2/13/2011,4.3,86.944,27.3643,30.9
2/15/2011,3.6,83.5123,31.0248,11
2/17/2011,3.6,81.002,29.488,17
2/22/2011,3.6,87.2992,27.6399,35
3/10/2011,3.6,85.372,28.0534,18
3/22/2011,3.9,83.0546,28.3355,35
3/26/2011,4,86.6233,27.6401,10
4/4/2011,5.6,80.7289,29.6265,17.4
4/5/2011,3.6,80.4896,29.9588,23
4/15/2011,3.7,87.3065,27.8952,50
4/21/2011,3.6,80.8277,29.6858,17
4/22/2011,3.6,81.2533,30.0637,33
5/4/2011,4.6,80.4146,30.2162,23
5/24/2011,4.2,85.4541,30.0503,35
6/3/2011,4.8,87.8417,27.4545,30.2
6/15/2011,3.7,81.0351,29.6939,17
6/23/2011,4,80.6046,29.925,23
6/25/2011,3.7,87.5894,28.3414,35
7/12/2011,3.9,83.6092,30.3597,18
8/11/2011,4.3,86.7755,29.9475,35
8/15/2011,4,86.2685,27.293,15.9
8/19/2011,3.6,81.4803,29.613,27
8/25/2011,3.9,82.7041,28.4985,10
9/18/2011,6.5,88.1536,27.8039,29.6
10/2/2011,3.8,81.9408,29.5717,10
11/6/2011,3.6,80.3681,30.204,11
11/12/2011,4,84.8941,28.1754,40.1
11/16/2011,3.7,82.9973,30.2432,10
12/1/2011,4.9,83.7168,31.7285,8.5
12/8/2011,3.7,83.1295,28.5529,10
12/14/2011,4,88.0951,27.6897,82.4
12/22/2011,4.4,86.2555,31.7517,10
12/24/2011,3.8,86.4303,31.9203,10
12/30/2011,4.3,87.7492,28.5109,31.6
1/11/2012,3.6,81.8361,28.8514,10
1/13/2012,3.6,80.4719,30.2621,11
1/19/2012,3.9,82.023,29.4743,32.3
1/28/2012,3.7,87.2048,28.0693,1
2/21/2012,3.7,88.1549,27.5157,10
2/26/2012,4.2,81.0045,29.6138,17
2/26/2012,3.7,81.1473,29.5294,17
3/18/2012,3.8,86.8405,27.9386,10
3/19/2012,4,82.225,28.8469,35
3/27/2012,4.9,87.7014,26.0069,30.5
4/11/2012,3.6,81.4059,29.6531,27
4/29/2012,3.8,88.0908,28.1456,35
5/5/2012,3.6,83.7221,28.3665,54
5/27/2012,4.6,83.4547,30.6655,18
5/27/2012,3.8,83.2705,30.7815,11
5/27/2012,3.6,83.4,30.6852,18
5/30/2012,4.1,88.0558,27.3269,19.4
6/9/2012,4.8,84.0924,28.2945,18.9
6/9/2012,3.8,86.7761,28.4517,10
6/28/2012,3.9,82.2772,31.9154,10
7/2/2012,4,87.9652,29.9356,37
7/3/2012,4.7,88.0883,29.9577,22.5
7/11/2012,3.9,81.3255,29.462,27
7/22/2012,4.8,87.9374,29.9104,32
7/23/2012,4.1,87.8503,29.7614,37
7/28/2012,4.4,80.599,29.8516,23
7/31/2012,4.3,82.3679,28.5823,25.3
7/31/2012,4.3,82.4026,28.6454,32.3
8/1/2012,3.7,85.468,29.964,35
8/9/2012,4.6,86.7939,28.4425,67.1
8/9/2012,3.8,86.8208,28.5087,34
8/11/2012,4.2,86.8871,28.5504,58.9
8/23/2012,4.9,82.6747,28.4196,23.9
8/24/2012,4.3,82.5855,28.288,23.5
8/24/2012,3.8,82.6375,28.3881,35
8/28/2012,4,82.0019,28.8003,10
8/29/2012,3.9,82.7008,28.444,35
8/30/2012,3.7,82.4123,28.7073,13.6
9/8/2012,3.6,88.0515,29.881,37
9/17/2012,3.8,82.3172,28.6765,35
9/24/2012,4,84.2844,30.9325,35
10/2/2012,3.6,83.7759,30.4265,26
10/14/2012,4,84.8957,31.9782,10
10/22/2012,3.6,87.8421,27.7913,81.2
11/5/2012,4.5,86.2047,28.3521,74.9
11/11/2012,4.6,81.4466,29.4053,27
11/12/2012,3.6,81.6883,29.6441,27
12/7/2012,3.6,83.6333,28.5605,35
12/9/2012,3.8,88.1683,30.1138,35
12/29/2012,4,88.1544,30.0289,37
1/2/2013,4.7,81.1469,29.3814,17
1/5/2013,4.7,86.4717,31.2849,35
1/5/2013,3.7,86.3109,31.1965,26
1/9/2013,5.1,81.6978,29.7268,15.5
1/9/2013,3.8,86.5457,31.2726,26
1/9/2013,3.8,88.0114,29.9647,37
1/9/2013,3.6,86.5764,31.2007,26
1/10/2013,4,80.4765,30.0465,23
1/17/2013,3.8,81.433,29.3514,27
1/29/2013,3.7,80.653,29.7321,19
2/2/2013,3.7,87.9638,29.8847,10
2/4/2013,3.7,86.5396,28.5195,100
2/5/2013,3.7,87.2601,28.1337,10
2/7/2013,3.8,81.009,29.4716,17
2/21/2013,4,87.8931,29.9609,10
2/21/2013,3.7,87.9525,29.916,37
3/6/2013,4.8,82.2308,28.6657,16.2
3/31/2013,3.7,87.1646,28.8879,35
4/6/2013,4.5,88.1355,30.0663,49.5
4/19/2013,4,87.9788,27.4611,10
4/25/2013,3.7,80.6561,29.8386,23
4/28/2013,3.6,81.3859,29.5272,27
5/13/2013,4,86.4312,31.4534,10
5/14/2013,4,82.1282,29.6125,27
5/14/2013,3.6,81.3257,29.7308,10
5/15/2013,5.1,86.5282,31.4443,35
5/15/2013,4.1,86.5307,31.3763,35
5/15/2013,3.6,86.2428,31.2343,26
5/15/2013,3.6,86.3732,31.2461,35
5/16/2013,5.1,86.5112,31.4421,35
5/16/2013,4.2,86.4024,31.2261,26
5/16/2013,3.7,86.7905,31.4529,35
5/16/2013,3.6,86.2009,31.3037,35
5/17/2013,4.5,86.3655,31.4109,10
5/17/2013,3.7,86.2835,31.3581,35
5/17/2013,3.6,86.5176,31.4691,35
5/18/2013,3.8,88.089,29.9837,37
5/18/2013,3.7,86.6118,31.3988,10
5/22/2013,3.6,84.7927,31.8422,35
5/26/2013,3.6,85.3545,27.6959,10
5/29/2013,3.8,87.7846,28.4653,43.3
6/27/2013,4.1,80.4596,30.0895,10
6/27/2013,3.8,88.1489,30.0937,37
6/28/2013,5,82.2897,28.7098,19.7
