Date,Magnitude,Longitude,Latitude,Depth
10/26/2011 16:17,3.7,77.0995,31.557,25.3
1/16/2012 5:01,3.6,78.9071,29.7172,5.2
1/22/2012 7:18,3.6,76.1363,32.7336,14
1/28/2012 23:24,3.6,76.7874,28.8055,16.3
2/9/2012 19:17,5.1,78.2981,30.9444,24.8
3/7/2012 13:18,4,78.2067,32.1085,17
4/6/2012 10:54,3.6,76.697,32.926,15
4/10/2012 0:52,3.8,77.1271,31.2469,19.7
4/14/2012 20:50,3.9,79.7741,34.2441,35
5/10/2012 22:00,3.7,79.4838,30.1762,35
7/26/2012 5:31,3.9,76.3784,33.5438,31
7/30/2012 11:43,3.8,76.9119,33.2742,10
8/6/2012 18:29,3.7,77.1368,33.0333,35
10/2/2012 3:45,4.3,76.4,32.4024,14
10/2/2012 8:34,4.6,76.4856,32.3996,14
10/3/2012 10:49,4.1,76.3582,32.3996,14
10/8/2012 17:46,4.8,78.4864,31.8432,19.3
11/6/2012 12:21,3.9,76.2924,32.3665,16
11/11/2012 20:23,3.9,76.2488,32.2856,12.7
11/27/2012 12:15,4.3,78.3957,30.896,10
12/19/2012 8:09,3.6,76.5905,33.8426,10
12/27/2012 8:50,3.8,80.0744,34.4845,28
2/11/2013 10:48,4.6,78.3247,30.9987,6.3
2/25/2013 2:28,3.6,78.3716,30.8354,25
2/28/2013 8:15,3.6,76.3055,32.7131,20
4/6/2013 22:29,3.6,78.9391,30.7043,16.3
4/10/2013 20:10,3.6,76.6253,28.9728,9.7
4/17/2013 3:01,3.9,76.5424,33.2392,15
6/4/2013 17:34,4.9,76.582,32.6036,14
6/4/2013 23:26,3.6,76.2499,32.6634,20
6/5/2013 22:03,4.1,76.2512,32.8642,15
7/9/2013 13:49,5,78.2044,32.6902,35
7/9/2013 14:50,3.9,78.2221,32.8293,35
7/9/2013 15:52,3.7,78.3852,32.9853,35
7/13/2013 17:49,4.3,76.3774,32.3452,12.7
7/15/2013 17:49,3.7,76.6276,32.7014,10
8/29/2013 10:13,4.3,76.2509,31.4279,26.9
10/26/2013 19:38,3.8,76.8857,35.0721,35
11/6/2013 14:53,4.3,76.3417,31.4663,20.3
11/11/2013 13:21,4.1,76.9836,35.1528,10
11/13/2013 23:33,3.7,79.0823,29.971,2.7
11/15/2013 22:21,4,77.8556,34.4363,10
11/24/2013 6:43,3.8,77.1924,35.1679,10
12/6/2013 10:09,3.9,78.9859,33.0351,51.6
12/17/2013 14:45,3.6,77.9959,31.4413,8.2
12/18/2013 8:52,3.7,78.0777,31.5554,11.1
1/22/2014 5:21,4.1,79.7838,34.2662,10
2/21/2014 6:46,3.7,76.272,30.0497,30.6
5/19/2014 21:53,3.6,77.0807,31.8873,50.5
6/17/2014 17:31,4.2,76.4707,32.3551,14
7/12/2014 15:27,3.7,76.5705,32.6327,10
7/25/2014 4:56,3.8,76.0482,32.9862,28
8/21/2014 8:11,4.8,76.321,32.2604,15.1
8/24/2014 8:29,4.3,79.8978,29.9343,16
9/4/2014 11:31,3.6,77.4568,29.2312,9
10/10/2014 21:49,3.8,79.1804,34.3745,35
10/11/2014 8:13,4.4,79.1447,34.3544,35
10/13/2014 13:04,3.9,79.1213,34.4467,10
10/14/2014 11:16,3.6,77.9589,31.1547,10
11/18/2014 15:55,4.2,76.0149,32.7326,20
11/21/2014 22:45,4.3,78.8561,34.3214,10
12/6/2014 4:27,4.1,79.9053,30.4719,10
2/15/2015 14:14,4.6,76.2161,34.5095,35
3/10/2015 2:00,3.7,79.3634,34.3101,35
3/29/2015 6:49,3.6,77.047,33.248,10
3/29/2015 20:40,3.7,76.696,34.0605,35
4/1/2015 21:23,4.8,79.4818,30.3749,17
6/3/2015 11:28,3.8,79.1893,30.4393,10
6/23/2015 20:33,3.6,78.2669,30.5489,10
7/4/2015 9:52,3.7,78.6284,29.8018,35
7/18/2015 23:48,4.3,79.1514,30.4073,23
8/19/2015 19:18,3.8,76.957,31.5501,11
8/25/2015 8:41,3.6,77.6943,30.947,28
10/8/2015 1:04,4,77.0188,31.5077,11
11/19/2015 13:37,3.6,76.3496,32.6304,14
11/29/2015 2:47,3.7,79.3609,30.4705,17
12/2/2015 3:04,3.9,76.2012,32.8879,28
2/4/2016 7:10,4.3,76.1257,32.8443,35
2/9/2016 15:13,4.2,76.1776,32.685,20
2/21/2016 7:50,3.6,78.4282,30.9444,6.9
3/17/2016 16:47,3.9,78.1571,34.2009,35
4/11/2016 10:36,3.6,80.0035,29.7857,13.3
5/5/2016 18:00,3.7,80.0934,30.0929,25.4
5/24/2016 10:17,4,76.1433,33.0753,28
7/9/2016 20:42,3.7,79.3855,30.4271,10
8/1/2016 13:38,3.9,77.6837,31.4245,20.2
8/18/2016 20:05,3.9,78.1173,30.8621,28
8/27/2016 1:14,4.6,77.6133,31.4266,25.9
8/27/2016 1:23,3.7,77.7008,31.4521,1.8
8/27/2016 1:35,4.3,77.629,31.4937,9
8/28/2016 9:18,3.8,76.1436,32.7141,20
9/25/2016 21:41,3.6,78.9549,30.5434,24
11/23/2016 2:31,3.7,78.2075,30.4202,10
12/13/2016 19:14,3.9,78.1392,30.8588,3.4
12/19/2016 4:31,3.7,78.0646,30.7806,5
12/26/2016 8:45,3.7,77.9414,30.9189,18.1
2/4/2017 7:05,3.6,76.5934,32.3894,14
2/6/2017 17:03,5.6,79.0787,30.5773,14.6
3/14/2017 0:17,3.7,76.2639,33.0509,18.9
4/10/2017 8:50,3.9,78.7363,30.6789,10
4/18/2017 5:11,4.5,76.5004,34.0582,37.4
4/23/2017 1:39,3.7,78.1619,31.8077,26.2
5/1/2017 17:24,3.6,77.6706,33.9929,10
5/2/2017 9:51,3.7,76.2722,32.8205,10
5/19/2017 0:02,4.4,76.3668,32.8937,34.3
5/20/2017 5:48,4,76.4107,32.9359,17.2
5/21/2017 4:27,3.6,76.8074,32.3735,4.9
6/1/2017 22:55,4.6,76.7769,29.0093,11.9
6/12/2017 9:11,3.6,78.4194,30.7187,2.4
7/10/2017 21:38,3.7,79.1423,30.3706,24
8/16/2017 3:23,3.8,76.4013,32.5671,14
8/16/2017 3:26,4.3,76.4593,32.8045,10
10/19/2017 1:10,4.5,76.2147,33.5313,20.9
10/27/2017 2:37,4.1,77.2876,31.5766,24.9
10/27/2017 8:54,3.6,76.4233,32.3192,12.3
11/9/2017 2:13,3.7,78.7932,34.6562,35
11/30/2017 11:45,3.6,76.5543,30.5044,28.9
12/6/2017 15:19,5.1,79.0957,30.595,12.8
12/9/2017 10:43,4.6,76.8667,33.3921,16.6
12/10/2017 22:53,3.9,78.7425,34.3142,35
12/10/2017 22:58,4.5,78.521,34.3167,35
12/28/2017 11:17,3.8,79.1466,30.5926,30.5
3/21/2018 11:05,3.9,76.5792,33.6518,31
5/6/2018 7:46,4.1,76.0205,32.8599,28
5/21/2018 10:51,4.4,78.4565,31.6167,32
5/22/2018 12:35,3.6,78.5458,31.8611,11.9
5/25/2018 7:22,3.6,78.2767,31.6046,11.3
5/26/2018 1:23,3.6,76.2192,34.9098,35
6/1/2018 21:02,3.9,78.2756,34.32,35
6/3/2018 23:13,3.8,78.1799,34.2605,35
6/6/2018 17:41,4.4,78.8051,30.7621,24.1
6/6/2018 17:44,3.6,78.9318,30.7763,8.3
6/7/2018 6:51,4.5,78.067,34.243,10
6/14/2018 0:42,4.2,78.299,30.9114,15.7
6/14/2018 10:15,4.5,76.2889,32.5784,16.5
6/16/2018 22:06,3.6,77.6767,31.5282,9
7/1/2018 10:07,4.2,76.9936,29.0176,15.7
7/11/2018 9:55,3.8,78.0919,34.211,35
7/27/2018 8:12,3.8,76.4649,32.3912,3.9
9/11/2018 12:05,4.3,76.2119,33.5766,26
10/28/2018 1:54,3.7,78.3708,34.2999,35
10/29/2018 14:43,5.1,78.1819,34.2345,11
10/29/2018 14:56,4.2,78.045,34.1512,35
10/29/2018 16:02,3.8,77.926,34.071,10
11/29/2018 9:00,3.9,78.4793,32.8272,10
12/20/2018 18:29,3.6,76.1659,33.3598,26
1/6/2019 23:10,4,78.1416,34.199,10
1/6/2019 23:11,3.6,78.0487,34.1268,35
1/10/2019 2:52,4.5,78.1618,34.2442,35
1/10/2019 10:21,3.7,78.1845,34.1177,35
1/11/2019 6:54,3.6,77.6718,34.1875,35
1/12/2019 5:18,3.7,78.2705,34.3338,35
1/22/2019 10:25,3.6,76.8059,32.829,10
2/5/2019 10:24,3.8,76.4603,32.5025,3.3
2/5/2019 14:03,3.7,76.3764,32.3773,14
2/17/2019 22:53,4.1,76.8073,33.375,29.8
2/20/2019 2:29,3.9,77.386,28.978,18.6
4/26/2019 8:34,3.6,78.7587,34.3271,35
5/2/2019 23:02,3.8,77.1798,31.4103,23.8
5/17/2019 19:38,3.6,79.3054,30.5921,16.9
7/6/2019 1:44,4,76.0674,33.1164,10
7/8/2019 12:04,3.6,78.4684,32.8333,12.6
7/24/2019 19:17,4,76.4633,32.7614,15
7/29/2019 3:33,4.3,76.6546,32.8867,43.2
8/7/2019 22:47,3.6,77.188,32.3046,10
8/13/2019 10:50,3.7,77.9119,34.6887,50
8/18/2019 5:52,3.7,80.1566,34.3917,28
9/3/2019 1:32,4,79.6961,34.3254,35
9/8/2019 2:29,3.7,76.221,33.064,28
9/8/2019 2:34,4.7,76.1257,33.111,29.6
9/9/2019 6:40,4.9,76.1262,32.9907,32.5
9/11/2019 20:52,3.6,79.7467,30.3845,10
12/13/2019 11:26,3.8,79.4962,30.581,17
12/19/2019 22:16,4.4,79.6864,34.7553,10
1/5/2020 23:48,3.7,76.8303,31.1589,3
1/12/2020 6:25,3.6,76.3583,32.326,15.7
2/8/2020 1:01,4.6,79.9444,30.0955,29.9
2/26/2020 15:04,4.9,76.2461,32.9883,19.4
2/27/2020 9:46,3.7,76.2131,33.0082,19
2/28/2020 11:07,4,76.2467,33.0121,25
3/1/2020 4:43,4,77.3343,31.1795,12.7
3/11/2020 14:19,3.9,78.541,32.5378,10.8
3/27/2020 11:47,4.3,76.1595,32.7398,19
3/29/2020 18:17,4.3,76.3426,32.776,10.3
4/28/2020 6:47,3.8,76.2069,32.3963,13.6
5/18/2020 2:23,3.9,76.0963,32.3278,25.6
5/28/2020 8:05,4.2,79.7157,32.6698,10
5/28/2020 16:35,3.9,78.5858,34.2927,10
5/29/2020 15:38,3.9,76.8153,28.8489,22.6
6/16/2020 8:40,3.8,76.0893,33.0617,10
7/16/2020 13:08,3.9,76.1157,33.1289,20.1
8/9/2020 20:23,3.6,80.127,31.1045,10
9/21/2020 15:30,3.6,78.4828,31.3028,0
9/25/2020 10:57,5.1,78.1806,34.2598,8.5
9/25/2020 11:59,3.8,78.0306,34.4084,10
9/27/2020 17:27,4.8,78.1841,34.2651,5.2
9/27/2020 18:54,3.7,77.9479,34.2332,35
10/5/2020 23:43,5.2,79.1566,34.1338,7.4
10/6/2020 6:52,3.8,78.9689,34.0534,35
10/26/2020 7:50,3.9,77.7956,31.2826,16.5
10/31/2020 16:59,4.4,78.2029,34.2184,10
10/31/2020 18:05,3.8,78.0848,34.6208,10
12/1/2020 4:11,3.7,78.0125,29.9818,32.7
12/21/2020 3:03,3.9,76.6423,33.598,10
